FIPS,nickel (elemental)_label,polycyclic aromatic compounds_label,"benzo[g,h,i]perylene_label",naphthalene_label,chromium (elemental)_label,nickel compounds_label,benzene_label,chromium compounds_label,cumene_label,xylene (mixed isomers)_label,ethylbenzene_label,toluene_label,styrene_label,arsenic compounds_label,formaldehyde_label,p-xylene_label,"1,3-phenylenediamine_label",phenanthrene_label,vinyl chloride_label,cadmium (elemental)_label,o-xylene_label,m-xylene_label,arsenic (elemental)_label,cadmium compounds_label,Count,Population,Rate_per_1M
06001,High,Low,High,High,,High,,Low,High,,High,High,Low,,,,,,,,,,,,29,1864252.0,15.555836871839215
06005,,,,,,,,Low,,,,,,,,,,,,,,,,,1,40750.0,24.539877300613497
06011,,,,,,,,,,,,,High,,,,,,,,,,,,0,33685.0,0.0
06013,High,High,High,High,,High,High,High,High,High,High,High,Low,,,,,Low,,,,,,,15,1394903.0,10.753435901994619
06019,Low,Low,,,,High,,High,,,,,High,,,,,,,,,,,,17,1065894.0,15.949053095335934
06021,,,,,Low,,,,,,,,High,,,,,,,,,,,,2,29967.0,66.74008075549771
06029,Low,High,High,High,Low,High,Low,High,High,High,High,High,High,,Low,,,,,,,,,,20,1009496.0,19.811866515568166
06031,,Low,Low,High,,High,,High,,,,,,,,,,Low,,,,,,,2,256175.0,7.807163072118669
06033,,High,,,,,,,,,,,,,,,,,,,,,,,0,69896.0,0.0
06035,,,,,,,Low,Low,,Low,,Low,,,,,,,,,,,,,1,34940.0,28.620492272467086
06037,High,High,High,High,Low,High,High,High,High,High,High,High,High,Low,Low,,Low,High,,,Low,,Low,Low,151,10537030.0,14.330413788325552
06039,Low,,,,High,Low,,Low,,,,,High,,,,,,,,,,,,1,250420.0,3.993291270665282
06047,,Low,,,,,,,,Low,,Low,High,,,,,,,,,,,,7,377388.0,18.548549503428834
06057,,Low,,,,,,,,,,,,,,,,,,,,,,,2,118541.0,16.87179963050759
06059,Low,,,Low,,High,,High,,High,High,Low,High,,Low,,,,,,,,,,55,3378095.0,16.281365680953318
06061,,Low,Low,,,Low,,Low,,,,,,,,,,,,,,,,,12,434707.0,27.604800474802566
06065,,Low,High,High,,Low,,High,,High,High,Low,High,,,,,,,,,,,,36,2773517.0,12.979909623773715
06067,,,,Low,,Low,,Low,,Low,,Low,,,,,,,,,,,,,26,1642557.0,15.82897884213455
06069,,,,,,High,,High,,,,,,,,,,,,,,,,,0,68338.0,0.0
06071,,Low,High,High,Low,High,Low,High,Low,High,High,Low,High,,,,,,,,,,,,30,2568172.0,11.681460587530742
06073,Low,Low,High,High,Low,Low,Low,Low,,High,High,High,Low,,,,,,,,,,,,46,3341751.0,13.765238642855198
06075,,Low,,,,,,,,,,,,,,,,,,,,,,,7,922610.0,7.587171177420579
06077,,Low,Low,High,High,High,Low,High,Low,Low,Low,Low,,,,,,,,,,,,,20,872652.0,22.91864339965989
06079,Low,Low,High,Low,,Low,Low,,Low,Low,Low,Low,Low,,,,,,,,,,,,2,386628.0,5.17293108621207
06083,,Low,,Low,,,,,,Low,Low,Low,,,,,,,,,,,,,1,449991.0,2.2222666675555733
06085,Low,Low,Low,Low,Low,Low,Low,,Low,Low,Low,Low,,,Low,,,,,,,,,,25,2171161.0,11.51457676330774
06087,,High,,,,,,,,,,,,,,,,,,,,,,,7,289843.0,24.151005889395293
06089,,Low,Low,,,,,Low,,,,,,,,,,,,,,,,,6,194039.0,30.921618849818852
06095,,Low,Low,High,,Low,High,Low,High,High,High,High,,,,,,,,,,,,,6,629994.0,9.523900227621215
06097,,Low,High,Low,,,Low,,Low,Low,Low,Low,,,,,,,,,,,,,7,527447.0,13.271475617455403
06099,,,,Low,High,Low,Low,Low,,High,High,Low,Low,Low,,,,,,,,,,,15,625836.0,23.967940482810192
06107,,,,,,Low,Low,High,,Low,,,,,High,,,,,,,,,,7,679101.0,10.307745092408934
06111,,,,Low,,Low,Low,Low,,Low,Low,Low,,,,,,,,,,,,,11,1002355.0,10.97415586294277
06113,,Low,,,,High,,Low,,Low,,,High,,,,,,,,,,,,2,245508.0,8.146374048910829
06115,,Low,,,,,,,,,,,,,,,,,,,,,,,1,116478.0,8.585312247806453
13001,,,,,,,,,,,,,,,Low,,,,,,,,,,0,41430.0,0.0
13003,,,,,,,,,,,,,,,High,,,,,,,,,,0,17313.0,0.0
13013,,,,Low,,,,High,,,,,,,Low,,,,,,,,,,3,160501.0,18.69147232727522
13015,High,,,Low,High,,,,,,,,Low,,Low,,,,,,,,High,,5,265262.0,18.849288627847187
13017,,,,,,,,Low,,,,,,,,,,,,,,,,,0,26614.0,0.0
13019,,,,,,,,,,,,,High,,,,,,,,,,,,0,64165.0,0.0
13021,,High,High,Low,,,High,High,Low,Low,Low,Low,,,High,,,,,,,,,,3,179634.0,16.700624603360165
13027,,,,,,,,,,,,,,,Low,,,,,,,,,,0,65886.0,0.0
13029,,,,,,,,Low,,,Low,High,Low,,,,,,,,,,,,1,56395.0,17.732068445784204
13031,,,,,,Low,,Low,,,,,,,,,,,,,,,,,1,118893.0,8.410924108231772
13033,,,,Low,,,,,,,,,,,,,,,,,,,,,0,78638.0,0.0
13039,,High,High,,,,,,,,,,,,,,,,,,,,,,1,68404.0,14.619028127010116
13045,,High,,,,,,Low,,High,High,High,,,,,,,,,,,,,1,162666.0,6.147566178549912
13047,,,,,,,,Low,,,,,,,,,,,,,,,,,1,120501.0,8.298686317955868
13051,,High,High,,,Low,,Low,,Low,,High,,Low,High,,,,,,,,,,2,299127.0,6.68612328542726
13053,,,,,,Low,,Low,,,,,,,,,,,,,,,,,0,16727.0,0.0
13057,,,,,,Low,,High,,,,,High,,,,,,,,,,,,1,706202.0,1.4160254431451624
13059,,Low,,,,High,,High,,High,High,Low,,,,,,,,,,,,,0,156716.0,0.0
13063,,Low,Low,,,,,,,Low,Low,Low,Low,,,,,,,,,,,,1,550712.0,1.8158311422304216
13065,,,,,,,,,,Low,,,,,,,,,,,,,,,0,19011.0,0.0
13067,,High,,High,,Low,,High,,High,High,Low,Low,,Low,,,,,,,,,,14,1032407.0,13.56054346783778
13069,High,,,,,High,,High,,,,Low,Low,,,,,,,,,,,,0,62297.0,0.0
13073,,Low,Low,Low,,Low,,Low,,,,,,,,,,,,,,,,,6,233524.0,25.693290625374694
13075,,,,Low,,,,,,,,,,,,,,,,,,,,,0,31684.0,0.0
13077,,,,,,Low,,,,Low,,Low,Low,,,,,,,,,,,,1,174617.0,5.726819267310743
13081,,High,,Low,Low,High,,,,Low,,,,,High,,,,,,,,Low,,0,28529.0,0.0
13087,,High,Low,,,,,Low,,,,,,,,,,,,,,,,,0,47540.0,0.0
13089,,Low,Low,Low,,High,High,High,Low,Low,Low,Low,Low,High,,,,,,,,,,,11,1178504.0,9.333867343683178
13091,,,,,Low,,,,,,,,,,,,,,,,,,,,0,49371.0,0.0
13093,,Low,Low,,,,,,,,,,,,,,,,,,,,,,0,48374.0,0.0
13095,,,,Low,,,Low,,Low,Low,Low,Low,,,,,,,,,,,,,3,140182.0,21.40075045298255
13097,,High,High,,,,,Low,,,,,,,,,,,,,,,,,4,310074.0,12.900146416661828
13099,,High,High,High,Low,,,,,High,,,,,High,,,,,,,,,,1,26816.0,37.29116945107399
13103,,Low,,Low,,High,,,,,,,,,,,,,,,,,,,1,90718.0,11.023170704821535
13113,,Low,Low,,,Low,,Low,,,,High,,,,,,,,,,,,,2,224350.0,8.914642299977714
13115,,High,,,,Low,,Low,,High,,,Low,Low,High,,,,,,,,,,3,207296.0,14.4720592775548
13117,,,,,,,,Low,,,,,,,,,,,,,,,,,10,521982.0,19.157748734630694
13119,,,,,,High,,High,,,,,,,,,,,,,,,,,0,77969.0,0.0
13121,,High,Low,High,,Low,,High,,High,High,High,Low,,,,,,,,,,,,7,1507882.0,4.642273069112835
13127,,High,High,,,Low,,,,,,,,,High,,,,,,,,,,2,92858.0,21.538262723728703
13129,,,,,,Low,,High,,,,,,,,,,,,,,,,,1,172233.0,5.806088264153791
13131,,,,,,,,,,,,,High,,,,,,,,,,,,0,74617.0,0.0
13133,,,,,,,,Low,,,,,,,,,,,,,,,,,0,54540.0,0.0
13135,,Low,Low,,,High,,High,,,,,High,,Low,,,,,,,,,,15,1381511.0,10.857676848030888
13137,,,,,,High,,High,,,,High,,,,,,,,,,,,,0,76874.0,0.0
13139,,,,,,High,,High,,High,High,Low,High,,,,,,,,,,,,3,429335.0,6.987550514167259
13151,,Low,,,,,,Low,,,,,,,,,,,,,,,,Low,7,440758.0,15.881731017928207
13153,,Low,Low,Low,,,Low,Low,,High,,High,,,,,,,,,,,,,3,209980.0,14.287074959519954
13157,,,,Low,,High,,Low,,,,,Low,,High,,,,,,,,,,2,221324.0,9.036525636623232
13171,,,,,,,,,,,,,,,Low,,,,,,,,,,1,98909.0,10.110303410205342
13175,,,,,,Low,,Low,,High,,High,,,,,,,,,,,,,1,76237.0,13.116990437713971
13179,,High,High,,,High,,High,,,,,,,Low,,,,,,,,,,2,79728.0,25.085289985952237
13185,High,,,Low,,,,,,Low,Low,Low,High,,High,,,,,High,,,,,0,136166.0,0.0
13187,,,,,,,,Low,,,,,,,,,,,,,,,,,0,110308.0,0.0
13189,,,,,,,,Low,,,,,,Low,,,,,,,,,,,1,42400.0,23.58490566037736
13193,,,,,,,,,,,,,,,High,,,,,,,,,,0,64576.0,0.0
13207,High,,,Low,High,,,,,,,,,,,,,,,,,,,,1,114283.0,8.750207817435664
13213,,,,,,,,Low,,,,,,,,,,,,,,,,,2,116349.0,17.18966213719069
13215,,,,Low,,High,Low,High,Low,Low,Low,Low,,,,,,,,,,,,,4,231704.0,17.26340503400891
13217,High,,,,,Low,,Low,,,,,Low,,,,,,,,,,,,0,300672.0,0.0
13221,,,,,,,,,,,,,,,Low,,,,,,,,,,0,33695.0,0.0
13223,,,,,,,,Low,,,,,,,,,,,,,,,,,1,422556.0,2.366550232395233
13225,,,,,,,,,,,,High,,,,,,,,,,,,,1,63928.0,15.642597922662995
13227,,,,,,High,,High,,,,,,,,,,,,,,,,,0,123359.0,0.0
13229,,,,,Low,,,Low,,,,,High,,,,,,,,,,Low,,0,52698.0,0.0
13233,,,,High,,,,,,Low,High,High,,,Low,,,,,,,,,,2,72792.0,27.475546763380592
13245,,,,,,Low,,Low,,,,,Low,,High,,,,,,,,,,2,298409.0,6.702210724207379
13247,,Low,,,,,,Low,,,,High,,,,,,,,,,,,,1,497275.0,2.010959730531396
13249,,,,,High,,,,,,,,,,,,,,,,,,,,0,25821.0,0.0
13251,,,,,,,,Low,,,,,,,,,,,,,,,,,0,23661.0,0.0
13255,,,,,,Low,,Low,,,,,,,,,,,,,,,,,0,155335.0,0.0
13257,,,,,,Low,,Low,,,,,,,,,,,,,,,,,1,34130.0,29.29973630237328
13261,,,,,,,,,,,,,Low,,,,,,,,,,,,1,35651.0,28.049704075622003
13269,,,,,,,,Low,,,,,,,,,,,,,,,,,0,14668.0,0.0
13275,,,,,,Low,,High,,,,,Low,,,,,,,,,,,,0,75350.0,0.0
13277,,,,,,Low,,Low,,,,,,,,,,,,,,,,,1,57560.0,17.373175816539263
13279,,,,,Low,,,,,,,,,,,,,,,,,,Low,,0,40062.0,0.0
13285,Low,,,,,High,High,Low,,High,High,High,,,,,,,,,,,,,2,91424.0,21.876093804690235
13293,,,,Low,,,,,,,,,,,,,,,,,,,,,0,46034.0,0.0
13295,Low,,,,,,,Low,,,,,,,,,,,,,,,,,0,169710.0,0.0
13297,,High,High,,,Low,,Low,,,Low,,,,,,,,,,,,,,3,297626.0,10.079764536700422
13299,,High,,,,,,Low,,,,,High,Low,,,,,,,,,,,2,48016.0,41.65278240586471
13301,,,,,,,,Low,,,,,,,,,,,,,,,,,0,26595.0,0.0
13303,,,,,,,,,,,,,,Low,,,,,,,,,,,0,38086.0,0.0
13305,High,High,High,,Low,,,,,,,,,,High,,,,,,,,Low,,0,38813.0,0.0
13313,,,,,High,,,,,Low,Low,,Low,,,,,,,,,Low,,,4,155853.0,25.66521016598975
13317,,,,,,,,Low,,,,,,,,,,,,,,,,,1,18908.0,52.88766659614978
16001,,Low,Low,Low,,Low,High,Low,Low,Low,Low,Low,,,,,,,,,,,,,6,539442.0,11.122604469062475
16005,,,,,,High,,High,,,,,,High,,,,,,,,,,High,4,89279.0,44.80336921336484
16011,,High,Low,Low,,,,,,,,,,,,,,,,,,,,,2,131476.0,15.211901791962031
16017,,,,,,,,,,Low,,Low,,,,,,,,,,,,,0,58057.0,0.0
16019,,Low,Low,,,Low,,Low,,,,,,,,,,,,,,,,,0,160819.0,0.0
16027,,High,High,Low,,Low,,High,,,,,High,,,,,,,,,,,,3,279979.0,10.715089345986664
16029,High,,,,High,,,,,,,,,,,,,,,High,,,High,,0,7107.0,0.0
16031,,,,,,Low,Low,Low,,,,,,,,,,,,,,,,,1,45125.0,22.160664819944596
16039,,,,Low,,,,,,,,,,,,,,,,,,,,,1,50983.0,19.614381264343017
16055,,High,Low,Low,,,,,,,,,,,,,,,,,,,,,0,182299.0,0.0
16059,,,,,,,,,,,,,,,Low,,,,,,,,,,0,10371.0,0.0
16069,,High,,Low,,High,Low,,,Low,Low,Low,,Low,High,,,,,,,,Low,,1,46218.0,21.636591804059023
16073,Low,,,,Low,,,,,Low,,,,,,,,,,,,,,Low,0,14943.0,0.0
16079,,,,,,Low,,Low,,,,,High,Low,,,,,,Low,,,Low,,2,21395.0,93.4797849964945
16083,,,,,,,,Low,,,,,,,,,,,,,,,,,0,92736.0,0.0
16085,,Low,Low,,,,,,,,,,,,,,,,,,,,,,0,11873.0,0.0
17001,Low,High,,,,High,,,,,,,,,,,,,,,,,,,2,72339.0,27.64760364395416
17005,,Low,,,,,,,,,,,,,,,,,,,,,,,1,54366.0,18.39384909686201
17007,,,,,,High,,Low,,,,,,,,,,,,,,,,,1,224117.0,4.4619551395030275
17015,,,,,,High,,High,,,,,,,,,,,,,,,,,0,36012.0,0.0
17019,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,,,,,,,,,,,,,1,237880.0,4.203800235412813
17021,,Low,High,,,High,,High,,,,,,,Low,,,,,,,,,,0,53905.0,0.0
17023,,,,,,,,,,,,Low,,,,,,,,,,,,,1,34176.0,29.260299625468164
17025,,,,,,,,,,Low,,,Low,,,,,,,,,,,,0,28735.0,0.0
17029,,,,,Low,,,,,,,,,,,,,,,,,,,,1,74249.0,13.468194857843203
17031,High,High,High,High,High,High,High,High,High,High,High,High,High,,Low,,,High,,Low,,,,High,83,5764756.0,14.397834010667582
17033,,Low,High,High,,High,High,,High,High,High,High,,,,,,,,,,,,,1,26407.0,37.868746923164316
17035,,,,,,Low,,Low,,,,,,,,,,,,,,,,,0,62864.0,0.0
17037,,,,,,High,,High,,Low,High,Low,,,,,,,,,,,,,2,179967.0,11.113148521673418
17041,,,,,,Low,,Low,,,,High,High,,,,,,,,,,,,0,27117.0,0.0
17043,High,,,High,Low,High,,High,,High,High,High,Low,,,,,,,,,,,,13,1308880.0,9.932155736201944
17045,,,,,,Low,,High,,,,,Low,,,,,,,,,,,,0,29719.0,0.0
17047,,,,,,Low,,,,,,,,,,,,,,,,,,,0,7846.0,0.0
17049,,,,,,Low,,,,,,,,,,,,,,,,,,,2,42858.0,46.66573335199963
17053,,High,,,,,Low,,,Low,Low,Low,,,Low,,,,,,,,,,1,29405.0,34.007821799013776
17055,,,,,,,,,,,,,High,,,,,,,,,,,,1,55148.0,18.133023863059403
17063,,Low,,High,,High,High,,,,Low,Low,Low,,High,,,,,,,,,,2,96237.0,20.782027702442928
17073,,,,,,High,Low,High,,Low,Low,Low,,,High,,,,,,,,,,2,64908.0,30.812842792876072
17077,,,,,,,,,,Low,,High,,,,,,,,,,,,,0,88552.0,0.0
17079,,Low,High,,,,,,,,,,Low,,,,,,,,,,,,0,27388.0,0.0
17081,,Low,,,,,,,,,,,,,,,,,,,,,,,0,65398.0,0.0
17085,,High,,,,High,,,,,,,,,High,,,,,,,,,,1,35395.0,28.252578047746855
17089,,Low,Low,High,Low,High,,High,High,High,High,High,Low,,,,,,,,,,,,15,904651.0,16.580979847477092
17091,Low,High,,High,High,Low,,High,High,High,High,Low,Low,,,,,,,,,,,,1,137079.0,7.295063430576529
17093,,,,,,Low,,Low,,,,,,,,,,,,,,,,,1,465984.0,2.145996429061942
17095,,High,Low,High,,Low,,Low,,High,,,,,,,,,,,,,,,0,64654.0,0.0
17097,,,,High,,High,,High,,High,High,High,,,,,,,,,,,,,9,922725.0,9.75371860521824
17099,Low,,,,Low,High,,High,High,High,High,High,High,,,,,,,,,,,,2,129036.0,15.499550513035123
17103,,,,,,Low,,Low,,,,,,,,,,,,,,,,,3,104140.0,28.80737468792011
17105,,,,,,High,,High,,,,,,,,,,,,,,,,,1,65032.0,15.377045147004551
17109,,,,,,Low,,Low,,,,,,,,,,,,,,,,,1,34754.0,28.773666340565118
17111,,High,,High,,High,,High,,High,High,High,Low,,Low,,,,,,,,,,8,424264.0,18.856183885505253
17113,Low,High,High,,,,,,,,,,,,,,,,,,,,,,4,201949.0,19.806980970443032
17115,,,,High,,Low,,Low,,,,,,,,,,,,,,,,,1,116762.0,8.564430208458232
17119,Low,High,High,High,High,High,High,High,High,High,High,High,Low,High,Low,,,,,,,,,,1,355276.0,2.8147130681498327
17121,,,,High,,,,,,,,,High,,,,,,,,,,,,0,50102.0,0.0
17123,,,,,,,,,,,,,,,,,,,High,,,,,,0,33061.0,0.0
17131,,,,,,High,,,,,,,,,,,,,,,,,,,0,65393.0,0.0
17133,,,,,,,,,,Low,High,Low,Low,,Low,,,,,,,,,,2,47270.0,42.31013327691982
17139,,,,,,High,,High,,,,,,,,,,,,,,,,,1,23389.0,42.755141305742015
17141,,,,,,High,Low,High,,High,Low,Low,,,High,,,,,,,,,,3,133315.0,22.503094175449124
17143,,,,High,,High,Low,High,,Low,,High,,,Low,,,,,,,,,,3,204000.0,14.705882352941178
17145,,,,,,Low,,Low,,,,,,,,,,,,,,,,,0,39554.0,0.0
17153,,,,,,,,Low,,,,,,,,,,,,,,,,,0,8103.0,0.0
17155,,,,,,,High,,,Low,High,Low,,,High,,,,,,,,,,0,16837.0,0.0
17157,High,,High,,High,High,,High,,,,,,,,,,,,,,,,,2,39477.0,50.66241102414064
17161,Low,,,High,Low,Low,,Low,High,High,High,High,Low,,Low,,,,,,,,,,2,153815.0,13.002633033189221
17163,Low,Low,Low,High,Low,High,High,High,High,High,High,High,Low,High,Low,,,,,,Low,,,,0,343553.0,0.0
17167,,Low,,Low,,,,,,Low,Low,,,,,,,,,,,,,,4,209992.0,19.04834469884567
17175,,,,,,,,,,,,Low,,,,,,,,,,,,,0,26458.0,0.0
17177,,,,,,High,Low,High,,Low,Low,Low,,,,,,,,,,,,,0,54788.0,0.0
17179,,,,,Low,Low,Low,Low,,Low,Low,Low,,,High,,,,,,,,,,4,161846.0,24.7148523905441
17183,,,,,,High,High,High,,Low,,High,Low,,High,,,,,,,,,,1,77715.0,12.86752879109567
17189,,,,Low,,,,,High,Low,Low,Low,,,,,,,,,,,,,0,39703.0,0.0
17195,,,,,High,Low,,Low,,,,,,,,,,,,,,,,,6,77319.0,77.60058976448221
17197,Low,High,High,High,High,High,High,High,High,High,High,High,High,,Low,,,,,,High,High,,,12,1061670.0,11.30294724349374
17199,,,,,,Low,,Low,,Low,,,,High,,,,,,,,,,,0,117667.0,0.0
17201,Low,,,High,,High,,High,,Low,Low,Low,High,,,,,,,,,,,,4,338696.0,11.810000708600043
17203,,,,,,High,,High,,,,,,,,,,,,,,,,,0,94469.0,0.0
19001,,,,,,Low,,Low,,,,Low,,,,,,,,,,,,,0,31459.0,0.0
19003,,,,,,,Low,Low,,,,Low,,,Low,,,,,,,,,,1,17963.0,55.669988309302454
19005,,,,,,,,,,,,High,,,High,,,,,,,,,,0,30519.0,0.0
19007,,,,,,Low,,Low,,,,,,,,,,,,,,,,,1,14712.0,67.97172376291462
19013,,,,High,High,High,High,High,,High,High,,Low,,,,,,,,,,,,4,148293.0,26.973626536653786
19015,,,,,,Low,,Low,,,,,Low,,,,,,,,,,,,1,79795.0,12.532113540948682
19019,,,,,,,Low,,,,,Low,,,,,,,,,,,,,0,37065.0,0.0
19021,,,,,,Low,Low,,,,,Low,,,Low,,,,,,,,,,0,28127.0,0.0
19023,,,,,,Low,Low,High,,,,Low,,,,,,,,,,,,,0,77272.0,0.0
19025,,,,,,,,,,,,,High,,,,,,,,,,,,1,13201.0,75.75183698204681
19027,,,,,,,Low,,,,,Low,,,Low,,,,,,,,,,1,31017.0,32.240384305380914
19029,,,,,,,Low,,,Low,Low,Low,,,,,,,,,,,,,0,17875.0,0.0
19031,,,,,,,,,,,,,High,,,,,,,,,,,,0,41892.0,0.0
19033,Low,,,,Low,Low,Low,,,High,Low,Low,High,,,,,,,,,,High,High,0,51250.0,0.0
19035,,,,,,,Low,,,,Low,Low,,,Low,,,,,,,,,,0,25512.0,0.0
19037,,,,,,Low,Low,Low,,Low,Low,Low,,,Low,,,,,,,,,,0,29840.0,0.0
19039,,,,,,Low,,Low,,,,,High,,,,,,,,,,,,0,16248.0,0.0
19045,,Low,,High,,,High,,,Low,High,High,High,,High,,,,,,,,,,1,63677.0,15.704257424187697
19047,,,,,,,Low,,,Low,Low,Low,,,,,,,,,,,,,0,28114.0,0.0
19049,,,,,,Low,,Low,,,,,,,,,,,,,,,,,3,161918.0,18.52789683667041
19055,,,,,,High,,High,,,,,,,,,,,,,,,Low,,1,36207.0,27.618968707708454
19057,,,,,,Low,High,Low,,High,High,Low,Low,,Low,,,,,,,,,,0,44837.0,0.0
19059,,,,,,,Low,,,Low,Low,Low,,,Low,,,,,,,,,,0,39098.0,0.0
19061,,Low,Low,High,,High,Low,Low,,Low,Low,Low,,,,,,,,,,,,,1,112750.0,8.869179600886918
19063,,,,,,High,,High,,,,,,,,,,,,,,,,,1,11860.0,84.31703204047217
19065,,,,,,,,,,,,,High,,,,,,,,,,,,1,36224.0,27.60600706713781
19067,,,,,,,Low,,,,,Low,,,Low,,,,,,,,,,1,29749.0,33.61457527984134
19069,,,,Low,,Low,,Low,Low,Low,Low,Low,,,,,,,,,,,,,0,23015.0,0.0
19073,,,,,,Low,Low,Low,,,Low,Low,,,Low,Low,,,,,Low,Low,,,0,27421.0,0.0
19075,,,,,,Low,,Low,,,,,,,,,,,,,,,,,0,71378.0,0.0
19077,,,,,,,Low,,,,,Low,,,,,,,,,,,,,0,28480.0,0.0
19079,,,,High,,,High,,,Low,,High,,,,,,,,,,,,,1,40824.0,24.495394865765235
19081,,,,,,,,High,,,,,,,,,,,,,,,,,1,20590.0,48.56726566294317
19083,,,,,,,Low,,,Low,Low,Low,,,High,,,,,,,,,,1,19886.0,50.286633812732575
19085,,,,,,Low,,,,,,,,,,,,,,,,,,,2,19800.0,101.01010101010101
19087,,Low,Low,,,High,,High,,,,,,,,,,,,,,,,,1,29079.0,34.38907802881805
19091,,,,,,,,,,,,,Low,,,,,,,,,,,,1,18650.0,53.61930294906166
19093,,,,,,,Low,,,Low,Low,Low,,,,,,,,,,,,,2,12394.0,161.36840406648378
19097,,,,,,,,,,High,,,,,,,,,,,,,,,0,23788.0,0.0
19099,,,,,,High,,High,,High,High,,,,,,,,,,,,,,1,62549.0,15.987465826791794
19101,,,,,,High,,High,,,,,,,,,,,,,,,,,1,36181.0,27.638815953124567
19103,,,,,,,,,,Low,High,High,,,,,,,,,,,,,3,234001.0,12.820458032230631
19109,,,,,,Low,,Low,,,,,High,,Low,,,,,,,,,,1,21027.0,47.557901745375
19111,High,,,High,,High,,Low,High,Low,Low,Low,Low,,High,,,,,,,,,,1,35580.0,28.10567734682406
19113,,High,Low,,,High,,High,,High,High,High,,,High,,,,,,,,,,6,262100.0,22.89202594429607
19117,,,,,,Low,,Low,,,,,,,,,,,,,,,,,1,14474.0,69.0894016857814
19123,,,,,,Low,,Low,,,,,,Low,,,,,,,,,,,0,72074.0,0.0
19125,,,,,,Low,High,Low,,High,High,High,,,,,,,,,,,,,1,51507.0,19.414836818296543
19127,,,,,,High,,High,,,,,,,,,,,,,,,,,2,48911.0,40.89059720717221
19131,,,,,,Low,Low,Low,,Low,Low,Low,,,Low,,,,,,,,,,0,16687.0,0.0
19135,,,,,,Low,,Low,,,,,,,,,,,,,,,,,0,12432.0,0.0
19139,,,,High,,High,Low,High,,Low,Low,Low,,,High,,,,,,,,,,3,56728.0,52.883937385418136
19141,,,,,,,Low,,,,,Low,,,Low,,,,,,,,,,1,20820.0,48.03073967339097
19143,,,,,,,Low,,,,,Low,,,,,,,,,,,,,1,18921.0,52.851329210929656
19145,,,,,,Low,Low,Low,,Low,Low,Low,,,High,,,,,,,,,,0,27211.0,0.0
19147,,,,,,,Low,,,,,Low,,,,,,,,,,,,,0,15105.0,0.0
19149,,,,,Low,Low,Low,Low,,Low,Low,Low,,,,,,,,,,,,,3,67522.0,44.42996356742988
19151,,,,,,,,Low,,,,,High,,,,,,,,,,,,1,15687.0,63.747051698858925
19153,,Low,High,High,,High,,High,Low,Low,Low,Low,,,,,,,,,,,,,13,566593.0,22.9441592112857
19155,,High,,High,High,Low,Low,Low,Low,Low,Low,Low,,,Low,,,,,,,,,,2,119902.0,16.680288902603795
19161,,,,,,Low,,Low,,,,,,,,,,,,,,,,,0,31092.0,0.0
19163,,High,Low,High,,High,,High,Low,High,Low,Low,,,,,,,,,,,,,6,177844.0,33.73743280627966
19165,,,,,,,,Low,,,,,,,,,,,,,,,,,0,34540.0,0.0
19167,,,,High,,Low,Low,Low,,High,High,Low,,,,,,,,,,,,,1,61516.0,16.255933415696727
19169,,,,,,,Low,,,,Low,Low,,,Low,,,,,,,,,,2,118406.0,16.891035927233418
19171,,Low,,Low,,,,,,,,,,,,,,,,,,,,,0,62559.0,0.0
19173,,,,,,,,,,High,,High,,,,,,,,,,,,,0,17987.0,0.0
19175,,,,,,,,,,,,,,,Low,,,,,,,,,,0,17371.0,0.0
19177,,,,,,Low,,Low,,,,,,,,,,,,,,,,,0,9970.0,0.0
19179,,High,High,Low,,,Low,,,Low,Low,High,Low,,High,,,,,,,,,,1,52872.0,18.913602663035256
19187,,,,,,,Low,,,Low,High,Low,,,Low,,,,,,,,,,0,61069.0,0.0
19189,,,,,,,,,,High,,,Low,,,,,,,,,,,,0,19436.0,0.0
19191,,,,,,Low,,Low,,,,,,,,,,,,,,,,,0,36407.0,0.0
19193,,High,,,,Low,,High,,,,,,,High,,,,,,,,,,1,114238.0,8.753654650816715
19195,,,,,,,Low,,,,,Low,,,Low,,,,,,,,,,0,47735.0,0.0
19197,,,,,,,Low,,,Low,Low,Low,,,Low,,,,,,,,,,1,27914.0,35.824317546750734
21005,Low,,,,Low,,,,,,,,,,,,,,,,,,,,0,85285.0,0.0
21007,,High,,,,,,,,,,,,,High,,,,,,,,,,0,10420.0,0.0
21009,,,,,,High,,High,,,,,,,,,,,,,,,,,2,61450.0,32.54678600488202
21015,High,Low,High,Low,High,High,,Low,Low,,,,Low,,,,,,,,,,,,2,207106.0,9.656890674340676
21017,,,,,,,,,,High,Low,High,,,,,,,,,,,,,1,156725.0,6.38060296698038
21019,High,High,High,High,,High,High,Low,High,High,High,High,Low,,,,,,,,,,,,2,52398.0,38.169395778464825
21021,,,,,,Low,,Low,,,,,,,,,,,,,,,,,0,52801.0,0.0
21033,,,,,,Low,,Low,,,,,,,,,,,,,,,,,0,40096.0,0.0
21035,,,,,,,,,,,,,Low,,,,,,,,,,,,1,82724.0,12.088390309946327
21037,,,,,,Low,,Low,,,,,,,,,,,,,,,,,3,97267.0,30.842937481365723
21041,High,High,,,High,High,High,High,,High,,Low,,,,,,,,,,,High,,0,23939.0,0.0
21047,,Low,Low,,,Low,Low,Low,,High,Low,Low,,,,,,,,,,,,,0,93535.0,0.0
